X,Y
3.4959452541666667,1.9771952679166669
1.9771952679166669,0.218861968625
0.218861968625,1.801361969916667
1.801361969916667,-0.4161379920833333
-0.4161379920833333,-3.243221395833333
-3.243221395833333,-2.7278047138750003
-2.7278047138750003,0.3713619804166665
0.3713619804166665,0.11177863575
0.11177863575,1.6751119404166666
1.6751119404166666,3.364695225333333
3.364695225333333,6.415112033333334
6.415112033333334,2.3463619833333333
2.3463619833333333,0.3338619902083332
0.3338619902083332,-0.2061380209583333
-0.2061380209583333,-1.3453047383333334
-1.3453047383333334,-2.2861380474999997
-2.2861380474999997,-1.9428047394166663
-1.9428047394166663,-1.986554724166667
-1.986554724166667,-2.1032214091666668
-2.1032214091666668,-1.00905471625
-1.00905471625,-0.3703046955416666
-0.3703046955416666,-1.3532213926666663
-1.3532213926666663,-2.2069713959166664
-2.2069713959166664,-2.9561380634583343
-2.9561380634583343,-1.1836380506666666
-1.1836380506666666,2.6163619020833337
2.6163619020833337,4.668028658333333
4.668028658333333,5.268862020833333
5.268862020833333,6.274278591666666
6.274278591666666,8.240945529166666
8.240945529166666,9.545528958333334
9.545528958333334,8.614278870833333
8.614278870833333,8.715945516666666
8.715945516666666,5.5080286166666665
5.5080286166666665,4.438861916666667
4.438861916666667,4.844695220833334
4.844695220833334,4.213445245833333
4.213445245833333,4.9038618625
4.9038618625,2.6409452765416663
2.6409452765416663,3.49677865125
3.49677865125,5.723445379166667
5.723445379166667,7.113445354166668
7.113445354166668,4.52552866
4.52552866,4.910112061583333
4.910112061583333,8.327612137500001
8.327612137500001,9.688028908333337
9.688028908333337,8.185112166666666
8.185112166666666,6.829695370833334
6.829695370833334,5.260112015833334
5.260112015833334,7.581778875
7.581778875,10.5571956875
10.5571956875,10.433862375
10.433862375,11.746362262500002
11.746362262500002,5.602195275
5.602195275,4.770945383749999
4.770945383749999,8.192612095833333
8.192612095833333,10.05136215
10.05136215,8.136362162499998
8.136362162499998,6.387195391666668
6.387195391666668,9.070112245833334
9.070112245833334,7.905112116666667
7.905112116666667,8.0826120875
8.0826120875,6.661778712499999
6.661778712499999,4.995945266666666
4.995945266666666,5.3492785125
5.3492785125,6.309695495833334
6.309695495833334,10.1459456875
10.1459456875,8.705528825
8.705528825,8.916778829166665
8.916778829166665,10.910945470833331
10.910945470833331,8.096362141666667
8.096362141666667,10.098028808333334
10.098028808333334,10.459278879166666
10.459278879166666,11.2246954375
11.2246954375,12.310528937499996
12.310528937499996,9.952612375
9.952612375,12.638029020833336
12.638029020833336,12.064695708333332
12.064695708333332,9.647195529166664
9.647195529166664,8.376778829166666
8.376778829166666,11.589695833333336
11.589695833333336,12.40344575
12.40344575,11.033445641666669
11.033445641666669,9.003028841666668
9.003028841666668,10.561779020833333
10.561779020833333,13.810112500000002
13.810112500000002,13.768029125
13.768029125,14.755529183333335
14.755529183333335,16.035945625
16.035945625,12.925529020833336
12.925529020833336,12.072612354166663
12.072612354166663,12.811779020833336
12.811779020833336,11.476779008333333
11.476779008333333,10.652612129166668
10.652612129166668,9.20011224166667
9.20011224166667,9.898862179166668
9.898862179166668,12.644695691666668
12.644695691666668,16.3263625625
16.3263625625,16.18719570833333
16.18719570833333,10.812612304166665
10.812612304166665,11.860112237499996
11.860112237499996,12.066779020833335
12.066779020833335,11.859279020833332
11.859279020833332,11.598862375
11.598862375,10.027195708333332
10.027195708333332,9.5805289625
9.5805289625,5.032611845833333
5.032611845833333,3.300528534583333
3.300528534583333,4.130528705166667
4.130528705166667,7.935112251666666
7.935112251666666,10.751778862500002
10.751778862500002,8.611362120833334
8.611362120833334,11.148862270833332
11.148862270833332,9.9038622125
9.9038622125,5.035528666666667
5.035528666666667,6.540528666666666
6.540528666666666,7.400945404166667
7.400945404166667,8.867612141666667
8.867612141666667,11.2971955625
11.2971955625,8.768028895833332
8.768028895833332,9.3063621875
9.3063621875,11.175945625
11.175945625,11.085529041666666
11.085529041666666,13.26136239583333
13.26136239583333,13.429278979166666
13.429278979166666,12.828862395833331
12.828862395833331,11.569279020833331
11.569279020833331,10.4209455125
10.4209455125,12.869695770833331
12.869695770833331,16.124695875
16.124695875,15.698445812500005
15.698445812500005,15.714279208333336
15.714279208333336,15.243862625000004
15.243862625000004,16.31094577083333
16.31094577083333,18.251362500000003
18.251362500000003,20.62427925
20.62427925,18.979696083333327
18.979696083333327,11.307195666666669
11.307195666666669,11.818862283333337
11.818862283333337,14.91719585416667
14.91719585416667,17.2863624375
17.2863624375,19.7913625
19.7913625,18.18011245833333
18.18011245833333,17.934695874999996
17.934695874999996,18.34969591666667
18.34969591666667,21.351779125000004
21.351779125000004,24.554279333333337
24.554279333333337,25.008029208333337
25.008029208333337,22.55802916666667
22.55802916666667,20.39969575
20.39969575,20.68969608333333
20.68969608333333,20.93469608333333
20.93469608333333,20.93136245833333
20.93136245833333,17.012612416666666
17.012612416666666,15.275945833333331
15.275945833333331,15.042195895833336
15.042195895833336,13.311362625
13.311362625,17.436362520833335
17.436362520833335,18.719695708333333
18.719695708333333,19.885946
19.885946,23.032612333333333
23.032612333333333,22.543445708333333
22.543445708333333,19.339695916666667
19.339695916666667,22.062195916666667
22.062195916666667,23.510945916666667
23.510945916666667,20.038029291666664
20.038029291666664,17.950945812500006
17.950945812500006,19.8255289375
19.8255289375,22.86552933333334
22.86552933333334,26.41552925
26.41552925,26.85677933333333
26.85677933333333,27.688445708333337
27.688445708333337,24.992195958333337
24.992195958333337,22.507195875000004
22.507195875000004,21.805112375
21.805112375,22.947195625000003
22.947195625000003,23.683446166666663
23.683446166666663,19.960945916666663
19.960945916666663,16.23552922916667
16.23552922916667,16.458862437500002
16.458862437500002,15.541362750000005
15.541362750000005,15.790529083333332
15.790529083333332,18.84636245833333
18.84636245833333,21.50469612500001
21.50469612500001,24.18844595833333
24.18844595833333,26.12011245833333
26.12011245833333,26.331779291666663
26.331779291666663,26.2296955
26.2296955,23.890112833333333
23.890112833333333,21.206779208333334
21.206779208333334,18.710945791666667
18.710945791666667,20.405529416666667
20.405529416666667,18.867612375
18.867612375,18.776362625
18.776362625,17.677195895833332
17.677195895833332,20.059695812500006
20.059695812500006,22.697196124999994
22.697196124999994,24.18052916666667
24.18052916666667,26.050945666666674
26.050945666666674,23.033445791666665
23.033445791666665,22.816779375
22.816779375,22.653029208333336
22.653029208333336,20.651362625
20.651362625,17.501362791666665
17.501362791666665,14.853029125
14.853029125,17.98969575
17.98969575,19.9105295
19.9105295,21.2413625
21.2413625,23.28719595833333
23.28719595833333,24.515529125
24.515529125,25.365945833333328
25.365945833333328,26.790112583333336
26.790112583333336,25.480529333333337
25.480529333333337,27.289696041666662
27.289696041666662,23.801779291666666
23.801779291666666,24.018029375
24.018029375,19.426779291666666
19.426779291666666,20.26052875
20.26052875,19.53177916666667
19.53177916666667,18.88344595833333
18.88344595833333,14.459695708333332
14.459695708333332,14.642195791666666
14.642195791666666,18.06969570833333
18.06969570833333,19.991779208333337
19.991779208333337,21.89261275
21.89261275,24.59927920833333
24.59927920833333,23.218862583333333
23.218862583333333,23.95844595833333
23.95844595833333,23.0226125
23.0226125,18.693445979166672
18.693445979166672,17.6996958125
17.6996958125,18.06094570833333
18.06094570833333,20.536779375
20.536779375,23.245945958333326
23.245945958333326,24.051778916666663
24.051778916666663,25.800529291666667
25.800529291666667,26.04011275
26.04011275,26.17261291666667
26.17261291666667,26.043445458333327
26.043445458333327,24.45552945833333
24.45552945833333,25.450112791666676
25.450112791666676,17.799279208333335
17.799279208333335,15.450112458333336
15.450112458333336,14.683028958333333
14.683028958333333,15.7596958125
15.7596958125,17.033445708333332
17.033445708333332,20.89094577083333
20.89094577083333,19.336779375
19.336779375,16.765529124999997
16.765529124999997,16.918029354166666
16.918029354166666,17.008445958333336
17.008445958333336,15.196779125000004
15.196779125000004,14.467195854166668
14.467195854166668,13.8109456875
13.8109456875,17.625529208333337
17.625529208333337,14.572612520833331
14.572612520833331,12.773445591666666
12.773445591666666,11.1559456875
11.1559456875,11.561362295833334
11.561362295833334,11.929279041666666
11.929279041666666,11.720112333333333
11.720112333333333,13.215529208333331
13.215529208333331,13.735529158333335
13.735529158333335,16.325945750000006
16.325945750000006,17.019695625
17.019695625,15.926779229166664
15.926779229166664,16.016362583333336
16.016362583333336,16.418862229166667
16.418862229166667,17.830529125
17.830529125,19.211362541666663
19.211362541666663,19.47052933333333
19.47052933333333,15.850945666666664
15.850945666666664,13.808862416666663
13.808862416666663,16.243029041666667
16.243029041666667,15.174279125000004
15.174279125000004,13.173862479166669
13.173862479166669,14.623029062499995
14.623029062499995,10.607612354166667
10.607612354166667,11.551362224999998
11.551362224999998,12.137612354166668
12.137612354166668,12.495112395833331
12.495112395833331,13.348028904166668
13.348028904166668,15.363862458333337
15.363862458333337,15.790945895833332
15.790945895833332,16.141779041666666
16.141779041666666,17.16302902083333
17.16302902083333,17.44719570833333
17.44719570833333,18.025112458333336
18.025112458333336,18.1863625625
18.1863625625,16.405945874999997
16.405945874999997,16.35844575
16.35844575,16.609695812499996
16.609695812499996,17.527612583333333
17.527612583333333,10.205112333333332
10.205112333333332,10.175112308333334
10.175112308333334,13.858862395833333
13.858862395833333,15.633029270833331
15.633029270833331,16.270945770833332
16.270945770833332,13.360529020833331
13.360529020833331,9.8605290125
9.8605290125,10.118862320833337
10.118862320833337,6.262612041666667
6.262612041666667,5.990112062500001
5.990112062500001,9.645112158333337
9.645112158333337,13.415945625
13.415945625,12.990529062499997
12.990529062499997,14.155945729166666
14.155945729166666,9.530112183333332
9.530112183333332,5.619695295833334
5.619695295833334,4.7005286
4.7005286,6.767611991666667
6.767611991666667,7.003445337499998
7.003445337499998,7.311362125
7.311362125,8.880112133333332
8.880112133333332,9.258028883333331
9.258028883333331,4.4426119375
4.4426119375,3.097195264166667
3.097195264166667,3.6626120091666663
3.6626120091666663,3.4059452175
3.4059452175,5.058445233333334
5.058445233333334,5.043445245833333
5.043445245833333,4.672611874999999
4.672611874999999,4.795528757541667
4.795528757541667,10.2063623
10.2063623,9.205112191666668
9.205112191666668,12.41469575
12.41469575,13.349279041666668
13.349279041666668,7.514695395833333
7.514695395833333,2.766778584166667
2.766778584166667,4.918445225
4.918445225,5.4767785375
5.4767785375,3.243861887083334
3.243861887083334,2.0826119666666663
2.0826119666666663,0.2846953082083333
0.2846953082083333,-0.4107214066666665
-0.4107214066666665,-1.0469714016666674
-1.0469714016666674,2.9492786
2.9492786,3.8276119041666674
3.8276119041666674,2.0788619493333336
2.0788619493333336,4.2167786
4.2167786,4.382195312500001
4.382195312500001,-0.2611379975833333
-0.2611379975833333,4.1580286525000005
4.1580286525000005,7.287195316666666
7.287195316666666,2.9109452250000003
2.9109452250000003,3.166361945416666
3.166361945416666,6.720111845833332
6.720111845833332,4.624278583333333
4.624278583333333,3.1817785499999998
3.1817785499999998,1.0096953108750002
1.0096953108750002,1.9667786201666668
1.9667786201666668,2.376778590416667
