fecha,temperatura
20170828T0800,23.760529
20170828T0900,26.920528
20170828T1000,28.670528
20170828T1100,29.670528
20170828T1200,30.240528
20170828T1300,28.940529
20170828T1400,29.680529
20170828T1500,30.090528
20170828T1600,30.190529
20170828T1700,29.98053
20170828T1800,29.420528
20170828T1900,28.250528
20170828T2000,26.580528
20170828T2100,24.45053
20170828T2200,22.82053
20170828T2300,21.55053
20170829T0000,20.65053
20170829T0100,19.98053
20170829T0200,19.440529
20170829T0300,18.990528
20170829T0400,18.62053
20170829T0500,17.98053
20170829T0600,17.54053
20170829T0700,18.90053
20170829T0800,20.87053
20170829T0900,23.31053
20170829T1000,25.660528
20170829T1100,27.47053
20170829T1200,28.64053
20170829T1300,29.860529
20170829T1400,30.55053
20170829T1500,31.020529
20170829T1600,31.15053
20170829T1700,30.990528
20170829T1800,30.37053
20170829T1900,28.840528
20170829T2000,26.82053
20170829T2100,24.610529
20170829T2200,22.80053
20170829T2300,21.860529
20170830T0000,21.04053
20170830T0100,20.90053
20170830T0200,20.830528
20170830T0300,20.030529
20170830T0400,19.100529
20170830T0500,18.96053
20170830T0600,18.760529
20170830T0700,20.81053
20170830T0800,23.020529
20170830T0900,25.87053
20170830T1000,27.88053
20170830T1100,29.64053
20170830T1200,31.70053
20170830T1300,32.700527
20170830T1400,32.69053
20170830T1500,32.96053
20170830T1600,31.07053
20170830T1700,28.29053
20170830T1800,27.82053
20170830T1900,26.80053
20170830T2000,25.850529
20170830T2100,25.340528
20170830T2200,24.600529
20170830T2300,24.13053
20170831T0000,21.56053
20170831T0100,19.840528
20170831T0200,19.98053
20170831T0300,19.340528
20170831T0400,19.440529
20170831T0500,19.350529
20170831T0600,18.750528
20170831T0700,18.580528
20170831T0800,18.70053
20170831T0900,19.47053
20170831T1000,17.45053
20170831T1100,15.100529
20170831T1200,17.06053
20170831T1300,17.500528
20170831T1400,17.760529
20170831T1500,17.63053
20170831T1600,16.70053
20170831T1700,16.62053
20170831T1800,16.71053
20170831T1900,16.440529
20170831T2000,16.020529
20170831T2100,15.900529
20170831T2200,15.740529
20170831T2300,15.530529
20170901T0000,15.290529
20170901T0100,15.090529
20170901T0200,14.890529
20170901T0300,14.510529
20170901T0400,14.260529
20170901T0500,13.950529
20170901T0600,13.640529
20170901T0700,13.700529
20170901T0800,14.270529
20170901T0900,15.430529
20170901T1000,16.430529
20170901T1100,17.270529
20170901T1200,17.64053
20170901T1300,17.46053
20170901T1400,17.30053
20170901T1500,17.180529
20170901T1600,16.920528
20170901T1700,16.40053
20170901T1800,15.940529
20170901T1900,15.390529
20170901T2000,14.940529
20170901T2100,14.490529
20170901T2200,14.250529
20170901T2300,14.150529
20170902T0000,14.130529
20170902T0100,13.860529
20170902T0200,13.510529
20170902T0300,13.230529
20170902T0400,12.780529
20170902T0500,12.720529
20170902T0600,12.810529
20170902T0700,13.210529
20170902T0800,14.490529
20170902T0900,14.750529
20170902T1000,14.850529
20170902T1100,14.830529
20170902T1200,14.950529
20170902T1300,16.530529
20170902T1400,17.420528
20170902T1500,17.350529
20170902T1600,16.670528
20170902T1700,16.47053
20170902T1800,16.430529
20170902T1900,15.860529
20170902T2000,15.030529
20170902T2100,13.710529
20170902T2200,13.460529
20170902T2300,13.330529
20170903T0000,13.280529
20170903T0100,13.320529
20170903T0200,13.250529
20170903T0300,13.070529
20170903T0400,12.850529
20170903T0500,12.750529
20170903T0600,12.750529
20170903T0700,13.400529
20170903T0800,14.070529
20170903T0900,15.0505295
20170903T1000,15.860529
20170903T1100,16.63053
20170903T1200,17.37053
20170903T1300,18.830528
20170903T1400,19.48053
20170903T1500,19.770529
20170903T1600,19.850529
20170903T1700,19.690529
20170903T1800,19.260529
20170903T1900,18.280529
20170903T2000,16.80053
20170903T2100,15.370529
20170903T2200,14.200529
20170903T2300,13.040529
20170904T0000,12.280529
20170904T0100,11.860529
20170904T0200,11.460529
20170904T0300,11.200529
20170904T0400,11.010529
20170904T0500,10.670529
20170904T0600,10.070529
20170904T0700,11.290529
20170904T0800,13.660529
20170904T0900,16.07053
20170904T1000,18.110529
20170904T1100,19.73053
20170904T1200,20.920528
20170904T1300,22.420528
20170904T1400,22.190529
20170904T1500,22.20053
20170904T1600,22.100529
20170904T1700,22.080528
20170904T1800,21.440529
20170904T1900,20.71053
20170904T2000,20.080528
20170904T2100,19.54053
20170904T2200,18.990528
20170904T2300,18.71053
20170905T0000,18.20053
20170905T0100,17.31053
20170905T0200,16.40053
20170905T0300,15.850529
20170905T0400,15.5505295
20170905T0500,15.390529
20170905T0600,15.150529
20170905T0700,15.690529
20170905T0800,17.89053
20170905T0900,20.22053
20170905T1000,22.40053
20170905T1100,24.14053
20170905T1200,25.100529
20170905T1300,25.13053
20170905T1400,25.930529
20170905T1500,26.100529
20170905T1600,25.850529
20170905T1700,25.410528
20170905T1800,24.740528
20170905T1900,23.740528
20170905T2000,22.500528
20170905T2100,21.490528
20170905T2200,20.910528
20170905T2300,20.280529
20170906T0000,19.940529
20170906T0100,19.830528
20170906T0200,19.170528
20170906T0300,18.55053
20170906T0400,18.79053
20170906T0500,18.82053
20170906T0600,18.39053
20170906T0700,18.31053
20170906T0800,18.780529
20170906T0900,19.100529
20170906T1000,19.64053
20170906T1100,20.180529
20170906T1200,21.06053
20170906T1300,21.690529
20170906T1400,21.72053
20170906T1500,21.940529
20170906T1600,21.98053
20170906T1700,21.55053
20170906T1800,20.360529
20170906T1900,18.79053
20170906T2000,17.46053
20170906T2100,16.750528
20170906T2200,15.960529
20170906T2300,15.310529
20170907T0000,15.130529
20170907T0100,15.0505295
20170907T0200,14.880529
20170907T0300,14.5505295
20170907T0400,13.940529
20170907T0500,13.910529
20170907T0600,13.450529
20170907T0700,13.780529
20170907T0800,15.430529
20170907T0900,16.350529
20170907T1000,16.690529
20170907T1100,18.000528
20170907T1200,19.180529
20170907T1300,19.510529
20170907T1400,20.080528
20170907T1500,20.270529
20170907T1600,20.39053
20170907T1700,20.23053
20170907T1800,19.62053
20170907T1900,18.48053
20170907T2000,17.38053
20170907T2100,16.420528
20170907T2200,15.420529
20170907T2300,14.220529
20170908T0000,13.010529
20170908T0100,12.470529
20170908T0200,12.040529
20170908T0300,11.890529
20170908T0400,11.660529
20170908T0500,11.040529
20170908T0600,11.080529
20170908T0700,12.5505295
20170908T0800,14.990529
20170908T0900,18.15053
20170908T1000,19.29053
20170908T1100,20.15053
20170908T1200,20.740528
20170908T1300,20.430529
20170908T1400,21.57053
20170908T1500,22.030529
20170908T1600,22.190529
20170908T1700,21.95053
20170908T1800,21.29053
20170908T1900,19.73053
20170908T2000,18.39053
20170908T2100,17.260529
20170908T2200,16.88053
20170908T2300,15.240529
20170909T0000,15.410529
20170909T0100,15.330529
20170909T0200,15.380529
20170909T0300,16.15053
20170909T0400,17.090528
20170909T0500,18.07053
20170909T0600,18.15053
20170909T0700,17.990528
20170909T0800,18.72053
20170909T0900,19.160528
20170909T1000,19.65053
20170909T1100,20.30053
20170909T1200,17.45053
20170909T1300,19.72053
20170909T1400,19.05053
20170909T1500,17.70053
20170909T1600,17.23053
20170909T1700,16.660528
20170909T1800,16.440529
20170909T1900,15.650529
20170909T2000,14.890529
20170909T2100,14.280529
20170909T2200,13.990529
20170909T2300,13.730529
20170910T0000,13.670529
20170910T0100,13.510529
20170910T0200,13.250529
20170910T0300,12.920529
20170910T0400,12.580529
20170910T0500,12.240529
20170910T0600,11.940529
20170910T0700,11.950529
20170910T0800,12.510529
20170910T0900,13.820529
20170910T1000,14.720529
20170910T1100,15.770529
20170910T1200,16.45053
20170910T1300,18.410528
20170910T1400,19.030529
20170910T1500,19.55053
20170910T1600,19.65053
20170910T1700,19.490528
20170910T1800,18.89053
20170910T1900,17.63053
20170910T2000,16.020529
20170910T2100,14.870529
20170910T2200,13.330529
20170910T2300,12.510529
20170911T0000,12.280529
20170911T0100,11.910529
20170911T0200,11.200529
20170911T0300,10.8005295
20170911T0400,10.390529
20170911T0500,10.580529
20170911T0600,11.380529
20170911T0700,13.140529
20170911T0800,13.910529
20170911T0900,15.750529
20170911T1000,16.110529
20170911T1100,16.54053
20170911T1200,17.610529
20170911T1300,17.45053
20170911T1400,17.64053
20170911T1500,17.88053
20170911T1600,17.490528
20170911T1700,17.270529
20170911T1800,16.73053
20170911T1900,15.380529
20170911T2000,14.680529
20170911T2100,14.360529
20170911T2200,13.440529
20170911T2300,13.280529
20170912T0000,12.770529
20170912T0100,13.010529
20170912T0200,13.060529
20170912T0300,12.840529
20170912T0400,12.410529
20170912T0500,12.290529
20170912T0600,12.110529
20170912T0700,12.600529
20170912T0800,13.510529
20170912T0900,13.070529
20170912T1000,14.000529
20170912T1100,13.8005295
20170912T1200,14.760529
20170912T1300,16.660528
20170912T1400,16.430529
20170912T1500,16.37053
20170912T1600,16.39053
20170912T1700,16.330528
20170912T1800,15.990529
20170912T1900,14.540529
20170912T2000,13.310529
20170912T2100,12.190529
20170912T2200,11.520529
20170912T2300,11.490529
20170913T0000,11.230529
20170913T0100,10.910529
20170913T0200,10.270529
20170913T0300,9.860529
20170913T0400,11.140529
20170913T0500,12.860529
20170913T0600,14.580529
20170913T0700,14.510529
20170913T0800,15.010529
20170913T0900,16.760529
20170913T1000,18.260529
20170913T1100,19.39053
20170913T1200,20.990528
20170913T1300,21.280529
20170913T1400,22.05053
20170913T1500,22.690529
20170913T1600,23.07053
20170913T1700,22.89053
20170913T1800,22.20053
20170913T1900,21.160528
20170913T2000,20.690529
20170913T2100,20.55053
20170913T2200,20.520529
20170913T2300,20.13053
20170914T0000,19.70053
20170914T0100,19.30053
20170914T0200,19.31053
20170914T0300,19.010529
20170914T0400,18.770529
20170914T0500,18.610529
20170914T0600,18.55053
20170914T0700,11.810529
20170914T0800,11.080529
20170914T0900,11.380529
20170914T1000,12.790529
20170914T1100,12.920529
20170914T1200,13.020529
20170914T1300,12.640529
20170914T1400,14.450529
20170914T1500,15.0505295
20170914T1600,14.930529
20170914T1700,14.530529
20170914T1800,13.740529
20170914T1900,12.960529
20170914T2000,12.140529
20170914T2100,11.470529
20170914T2200,10.920529
20170914T2300,10.650529
20170915T0000,10.070529
20170915T0100,9.450529
20170915T0200,8.650529
20170915T0300,7.9905286
20170915T0400,7.9705286
20170915T0500,8.420529
20170915T0600,8.910529
20170915T0700,9.510529
20170915T0800,11.890529
20170915T0900,13.460529
20170915T1000,14.170529
20170915T1100,14.570529
20170915T1200,15.190529
20170915T1300,16.860529
20170915T1400,17.410528
20170915T1500,17.38053
20170915T1600,17.080528
20170915T1700,16.520529
20170915T1800,15.820529
20170915T1900,14.560529
20170915T2000,14.000529
20170915T2100,13.200529
20170915T2200,12.190529
20170915T2300,11.280529
20170916T0000,10.670529
20170916T0100,10.360529
20170916T0200,9.940529
20170916T0300,9.580529
20170916T0400,9.860529
20170916T0500,9.690529
20170916T0600,9.510529
20170916T0700,9.700529
20170916T0800,10.880529
20170916T0900,12.310529
20170916T1000,13.500529
20170916T1100,14.210529
20170916T1200,14.010529
20170916T1300,14.690529
20170916T1400,14.610529
20170916T1500,14.270529
20170916T1600,12.760529
20170916T1700,11.490529
20170916T1800,10.5505295
20170916T1900,9.860529
20170916T2000,9.160529
20170916T2100,8.510529
20170916T2200,8.710529
20170916T2300,8.900529
20170917T0000,9.030529
20170917T0100,8.570529
20170917T0200,8.430529
20170917T0300,8.460529
20170917T0400,8.310529
20170917T0500,7.9205284
20170917T0600,7.6605287
20170917T0700,8.310529
20170917T0800,10.180529
20170917T0900,12.310529
20170917T1000,14.330529
20170917T1100,15.160529
20170917T1200,13.780529
20170917T1300,13.510529
20170917T1400,14.440529
20170917T1500,14.180529
20170917T1600,14.040529
20170917T1700,14.340529
20170917T1800,14.110529
20170917T1900,13.570529
20170917T2000,12.730529
20170917T2100,12.620529
20170917T2200,10.880529
20170917T2300,10.590529
20170918T0000,10.5505295
20170918T0100,10.490529
20170918T0200,10.270529
20170918T0300,10.170529
20170918T0400,10.180529
20170918T0500,9.250529
20170918T0600,8.760529
20170918T0700,8.770529
20170918T0800,10.600529
20170918T0900,10.940529
20170918T1000,12.070529
20170918T1100,11.950529
20170918T1200,13.200529
20170918T1300,14.430529
20170918T1400,14.470529
20170918T1500,14.660529
20170918T1600,15.190529
20170918T1700,14.960529
20170918T1800,14.420529
20170918T1900,13.470529
20170918T2000,12.620529
20170918T2100,11.810529
20170918T2200,11.260529
20170918T2300,11.8005295
20170919T0000,11.340529
20170919T0100,11.240529
20170919T0200,11.180529
20170919T0300,11.240529
20170919T0400,10.490529
20170919T0500,9.640529
20170919T0600,9.740529
20170919T0700,9.910529
20170919T0800,10.910529
20170919T0900,11.920529
20170919T1000,11.990529
20170919T1100,12.450529
20170919T1200,12.150529
20170919T1300,13.170529
20170919T1400,13.260529
20170919T1500,13.350529
20170919T1600,13.390529
20170919T1700,13.320529
20170919T1800,13.080529
20170919T1900,12.370529
20170919T2000,11.510529
20170919T2100,11.390529
20170919T2200,11.200529
20170919T2300,11.030529
20170920T0000,10.870529
20170920T0100,10.750529
20170920T0200,10.670529
20170920T0300,10.5505295
20170920T0400,10.440529
20170920T0500,10.200529
20170920T0600,10.160529
20170920T0700,10.450529
20170920T0800,10.820529
20170920T0900,11.510529
20170920T1000,12.670529
20170920T1100,13.690529
20170920T1200,14.440529
20170920T1300,16.37053
20170920T1400,16.97053
20170920T1500,17.280529
20170920T1600,17.31053
20170920T1700,17.05053
20170920T1800,16.600529
20170920T1900,15.8005295
20170920T2000,15.240529
20170920T2100,14.280529
20170920T2200,11.920529
20170920T2300,11.120529
20170921T0000,10.290529
20170921T0100,9.130529
20170921T0200,8.500529
20170921T0300,7.9305286
20170921T0400,7.3705287
20170921T0500,7.3805285
20170921T0600,7.5705285
20170921T0700,8.370529
20170921T0800,10.180529
20170921T0900,11.930529
20170921T1000,14.5505295
20170921T1100,16.48053
20170921T1200,17.780529
20170921T1300,18.920528
20170921T1400,19.860529
20170921T1500,20.29053
20170921T1600,20.29053
20170921T1700,19.98053
20170921T1800,18.88053
20170921T1900,17.31053
20170921T2000,15.640529
20170921T2100,14.260529
20170921T2200,13.500529
20170921T2300,13.250529
20170922T0000,12.750529
20170922T0100,11.960529
20170922T0200,11.200529
20170922T0300,10.560529
20170922T0400,10.540529
20170922T0500,10.770529
20170922T0600,10.720529
20170922T0700,10.850529
20170922T0800,12.100529
20170922T0900,14.630529
20170922T1000,17.20053
20170922T1100,19.690529
20170922T1200,21.37053
20170922T1300,21.430529
20170922T1400,22.190529
20170922T1500,22.490528
20170922T1600,22.340528
20170922T1700,21.63053
20170922T1800,20.65053
20170922T1900,19.32053
20170922T2000,18.330528
20170922T2100,17.38053
20170922T2200,16.080528
20170922T2300,15.630529
20170923T0000,15.360529
20170923T0100,15.230529
20170923T0200,14.880529
20170923T0300,14.290529
20170923T0400,13.820529
20170923T0500,13.360529
20170923T0600,13.010529
20170923T0700,13.150529
20170923T0800,14.190529
20170923T0900,15.660529
20170923T1000,17.500528
20170923T1100,19.250528
20170923T1200,20.510529
20170923T1300,20.240528
20170923T1400,21.010529
20170923T1500,21.39053
20170923T1600,21.39053
20170923T1700,21.030529
20170923T1800,20.14053
20170923T1900,18.760529
20170923T2000,17.490528
20170923T2100,16.350529
20170923T2200,15.580529
20170923T2300,14.870529
20170924T0000,14.420529
20170924T0100,13.540529
20170924T0200,13.180529
20170924T0300,12.540529
20170924T0400,11.740529
20170924T0500,11.310529
20170924T0600,11.000529
20170924T0700,10.950529
20170924T0800,12.250529
20170924T0900,14.200529
20170924T1000,16.15053
20170924T1100,17.96053
20170924T1200,19.410528
20170924T1300,19.87053
20170924T1400,20.56053
20170924T1500,20.96053
20170924T1600,21.05053
20170924T1700,20.740528
20170924T1800,20.04053
20170924T1900,19.330528
20170924T2000,17.30053
20170924T2100,15.720529
20170924T2200,14.460529
20170924T2300,13.5505295
20170925T0000,12.540529
20170925T0100,11.760529
20170925T0200,11.120529
20170925T0300,10.8005295
20170925T0400,10.970529
20170925T0500,10.850529
20170925T0600,10.140529
20170925T0700,9.760529
20170925T0800,11.620529
20170925T0900,14.740529
20170925T1000,16.88053
20170925T1100,18.73053
20170925T1200,20.020529
20170925T1300,20.440529
20170925T1400,21.06053
20170925T1500,21.39053
20170925T1600,21.38053
20170925T1700,21.030529
20170925T1800,20.20053
20170925T1900,19.490528
20170925T2000,18.780529
20170925T2100,17.940529
20170925T2200,16.940529
20170925T2300,15.8005295
20170926T0000,15.130529
20170926T0100,14.850529
20170926T0200,14.480529
20170926T0300,14.110529
20170926T0400,13.580529
20170926T0500,12.980529
20170926T0600,12.730529
20170926T0700,12.900529
20170926T0800,13.690529
20170926T0900,15.520529
20170926T1000,17.45053
20170926T1100,19.090528
20170926T1200,19.590528
20170926T1300,20.250528
20170926T1400,20.270529
20170926T1500,18.250528
20170926T1600,18.88053
20170926T1700,19.090528
20170926T1800,18.510529
20170926T1900,17.770529
20170926T2000,17.04053
20170926T2100,16.250528
20170926T2200,15.830529
20170926T2300,15.8005295
20170927T0000,15.720529
20170927T0100,15.350529
20170927T0200,15.070529
20170927T0300,14.570529
20170927T0400,14.360529
20170927T0500,14.310529
20170927T0600,14.250529
20170927T0700,14.220529
20170927T0800,14.970529
20170927T0900,16.260529
20170927T1000,17.840528
20170927T1100,19.29053
20170927T1200,20.47053
20170927T1300,21.030529
20170927T1400,21.750528
20170927T1500,22.170528
20170927T1600,22.180529
20170927T1700,21.88053
20170927T1800,21.21053
20170927T1900,20.87053
20170927T2000,19.40053
20170927T2100,17.740528
20170927T2200,16.940529
20170927T2300,16.07053
20170928T0000,15.890529
20170928T0100,15.220529
20170928T0200,15.020529
20170928T0300,14.970529
20170928T0400,15.200529
20170928T0500,15.370529
20170928T0600,13.970529
20170928T0700,13.610529
20170928T0800,14.400529
20170928T0900,17.440529
20170928T1000,19.520529
20170928T1100,21.37053
20170928T1200,22.930529
20170928T1300,23.70053
20170928T1400,24.240528
20170928T1500,24.40053
20170928T1600,24.37053
20170928T1700,24.07053
20170928T1800,23.31053
20170928T1900,22.39053
20170928T2000,21.410528
20170928T2100,20.330528
20170928T2200,19.32053
20170928T2300,18.610529
20170929T0000,17.940529
20170929T0100,17.39053
20170929T0200,16.98053
20170929T0300,16.63053
20170929T0400,16.46053
20170929T0500,16.46053
20170929T0600,16.48053
20170929T0700,16.340528
20170929T0800,16.70053
20170929T0900,18.350529
20170929T1000,20.65053
20170929T1100,22.500528
20170929T1200,23.270529
20170929T1300,22.520529
20170929T1400,23.530529
20170929T1500,24.04053
20170929T1600,24.07053
20170929T1700,23.610529
20170929T1800,22.240528
20170929T1900,20.340528
20170929T2000,19.180529
20170929T2100,18.20053
20170929T2200,17.21053
20170929T2300,16.190529
20170930T0000,15.890529
20170930T0100,15.630529
20170930T0200,15.430529
20170930T0300,14.940529
20170930T0400,14.560529
20170930T0500,13.770529
20170930T0600,13.440529
20170930T0700,13.720529
20170930T0800,15.3005295
20170930T0900,18.430529
20170930T1000,20.520529
20170930T1100,22.20053
20170930T1200,20.500528
20170930T1300,21.780529
20170930T1400,18.270529
20170930T1500,17.500528
20170930T1600,15.680529
20170930T1700,15.180529
20170930T1800,14.920529
20170930T1900,13.870529
20170930T2000,13.310529
20170930T2100,12.5505295
20170930T2200,11.780529
20170930T2300,11.240529
20171001T0000,10.670529
20171001T0100,10.230529
20171001T0200,9.980529
20171001T0300,9.320529
20171001T0400,9.400529
20171001T0500,9.780529
20171001T0600,9.980529
20171001T0700,9.880529
20171001T0800,10.130529
20171001T0900,11.080529
20171001T1000,13.190529
20171001T1100,15.280529
20171001T1200,16.37053
20171001T1300,18.12053
20171001T1400,18.95053
20171001T1500,19.430529
20171001T1600,19.440529
20171001T1700,19.13053
20171001T1800,18.160528
20171001T1900,16.990528
20171001T2000,15.380529
20171001T2100,14.250529
20171001T2200,13.290529
20171001T2300,12.970529
20171002T0000,12.560529
20171002T0100,12.260529
20171002T0200,12.280529
20171002T0300,12.130529
20171002T0400,12.180529
20171002T0500,12.630529
20171002T0600,12.980529
20171002T0700,13.520529
20171002T0800,13.580529
20171002T0900,14.340529
20171002T1000,15.700529
20171002T1100,17.79053
20171002T1200,19.430529
20171002T1300,18.100529
20171002T1400,19.940529
20171002T1500,20.510529
20171002T1600,20.22053
20171002T1700,20.000528
20171002T1800,19.260529
20171002T1900,18.740528
20171002T2000,18.260529
20171002T2100,18.21053
20171002T2200,17.96053
20171002T2300,17.240528
20171003T0000,17.350529
20171003T0100,17.270529
20171003T0200,17.610529
20171003T0300,17.96053
20171003T0400,17.89053
20171003T0500,17.63053
20171003T0600,18.010529
20171003T0700,18.12053
20171003T0800,9.430529
20171003T0900,9.910529
20171003T1000,12.080529
20171003T1100,13.160529
20171003T1200,14.080529
20171003T1300,16.420528
20171003T1400,16.350529
20171003T1500,16.160528
20171003T1600,16.530529
20171003T1700,16.32053
20171003T1800,15.380529
20171003T1900,15.110529
20171003T2000,14.430529
20171003T2100,13.270529
20171003T2200,12.200529
20171003T2300,11.500529
20171004T0000,10.720529
20171004T0100,9.990529
20171004T0200,9.820529
20171004T0300,9.400529
20171004T0400,9.0505295
20171004T0500,8.910529
20171004T0600,8.640529
20171004T0700,8.520529
20171004T0800,9.480529
20171004T0900,11.380529
20171004T1000,13.070529
20171004T1100,14.900529
20171004T1200,15.980529
20171004T1300,18.580528
20171004T1400,19.32053
20171004T1500,19.39053
20171004T1600,19.05053
20171004T1700,18.360529
20171004T1800,17.06053
20171004T1900,15.600529
20171004T2000,14.510529
20171004T2100,13.120529
20171004T2200,10.990529
20171004T2300,10.320529
20171005T0000,10.130529
20171005T0100,10.610529
20171005T0200,11.280529
20171005T0300,9.970529
20171005T0400,9.350529
20171005T0500,9.730529
20171005T0600,9.890529
20171005T0700,10.250529
20171005T0800,11.590529
20171005T0900,15.250529
20171005T1000,17.31053
20171005T1100,18.260529
20171005T1200,19.15053
20171005T1300,19.750528
20171005T1400,20.410528
20171005T1500,20.660528
20171005T1600,20.280529
20171005T1700,19.010529
20171005T1800,17.38053
20171005T1900,16.55053
20171005T2000,15.3005295
20171005T2100,13.240529
20171005T2200,12.930529
20171005T2300,12.660529
20171006T0000,12.290529
20171006T0100,12.080529
20171006T0200,10.760529
20171006T0300,10.040529
20171006T0400,9.680529
20171006T0500,9.110529
20171006T0600,8.170529
20171006T0700,8.500529
20171006T0800,9.750529
20171006T0900,10.120529
20171006T1000,10.8005295
20171006T1100,11.310529
20171006T1200,11.580529
20171006T1300,12.960529
20171006T1400,12.590529
20171006T1500,12.620529
20171006T1600,12.590529
20171006T1700,12.330529
20171006T1800,11.230529
20171006T1900,10.080529
20171006T2000,9.930529
20171006T2100,9.400529
20171006T2200,8.620529
20171006T2300,8.030529
20171007T0000,7.5905285
20171007T0100,7.2805285
20171007T0200,7.1805286
20171007T0300,7.7105284
20171007T0400,7.8205285
20171007T0500,8.030529
20171007T0600,7.9905286
20171007T0700,6.0105286
20171007T0800,7.6205287
20171007T0900,10.150529
20171007T1000,11.530529
20171007T1100,12.710529
20171007T1200,13.780529
20171007T1300,15.670529
20171007T1400,16.13053
20171007T1500,16.250528
20171007T1600,16.12053
20171007T1700,15.760529
20171007T1800,14.660529
20171007T1900,13.810529
20171007T2000,13.410529
20171007T2100,13.210529
20171007T2200,13.280529
20171007T2300,13.520529
20171008T0000,13.310529
20171008T0100,13.130529
20171008T0200,12.690529
20171008T0300,11.930529
20171008T0400,11.760529
20171008T0500,11.700529
20171008T0600,11.690529
20171008T0700,11.580529
20171008T0800,12.150529
20171008T0900,12.920529
20171008T1000,13.340529
20171008T1100,14.370529
20171008T1200,14.700529
20171008T1300,12.530529
20171008T1400,12.420529
20171008T1500,13.080529
20171008T1600,13.180529
20171008T1700,13.0505295
20171008T1800,11.840529
20171008T1900,11.060529
20171008T2000,10.600529
20171008T2100,9.940529
20171008T2200,9.470529
20171008T2300,8.850529
20171009T0000,8.460529
20171009T0100,9.220529
20171009T0200,9.660529
20171009T0300,9.860529
20171009T0400,10.100529
20171009T0500,10.3005295
20171009T0600,10.390529
20171009T0700,10.470529
20171009T0800,11.230529
20171009T0900,12.510529
20171009T1000,13.610529
20171009T1100,14.700529
20171009T1200,15.340529
20171009T1300,15.470529
20171009T1400,15.520529
20171009T1500,16.260529
20171009T1600,16.360529
20171009T1700,16.12053
20171009T1800,14.830529
20171009T1900,13.690529
20171009T2000,12.810529
20171009T2100,11.880529
20171009T2200,11.040529
20171009T2300,10.040529
20171010T0000,9.190529
20171010T0100,9.240529
20171010T0200,8.850529
20171010T0300,8.360529
20171010T0400,7.8305287
20171010T0500,7.790529
20171010T0600,8.360529
20171010T0700,8.860529
20171010T0800,9.700529
20171010T0900,11.380529
20171010T1000,14.560529
20171010T1100,15.990529
20171010T1200,16.97053
20171010T1300,18.420528
20171010T1400,18.990528
20171010T1500,19.250528
20171010T1600,19.170528
20171010T1700,18.830528
20171010T1800,17.72053
20171010T1900,16.21053
20171010T2000,15.560529
20171010T2100,14.440529
20171010T2200,12.630529
20171010T2300,12.040529
20171011T0000,12.230529
20171011T0100,12.280529
20171011T0200,12.030529
20171011T0300,10.790529
20171011T0400,10.340529
20171011T0500,10.220529
20171011T0600,10.270529
20171011T0700,10.200529
20171011T0800,11.690529
20171011T0900,14.380529
20171011T1000,16.57053
20171011T1100,18.06053
20171011T1200,19.490528
20171011T1300,18.940529
20171011T1400,19.70053
20171011T1500,20.20053
20171011T1600,20.580528
20171011T1700,20.37053
20171011T1800,19.250528
20171011T1900,17.430529
20171011T2000,16.72053
20171011T2100,16.510529
20171011T2200,15.940529
20171011T2300,14.530529
20171012T0000,14.100529
20171012T0100,13.130529
20171012T0200,12.470529
20171012T0300,11.360529
20171012T0400,11.760529
20171012T0500,12.160529
20171012T0600,13.160529
20171012T0700,13.120529
20171012T0800,14.010529
20171012T0900,15.8005295
20171012T1000,16.82053
20171012T1100,18.12053
20171012T1200,18.990528
20171012T1300,19.79053
20171012T1400,20.010529
20171012T1500,19.98053
20171012T1600,19.760529
20171012T1700,19.260529
20171012T1800,18.05053
20171012T1900,17.14053
20171012T2000,16.430529
20171012T2100,15.740529
20171012T2200,14.250529
20171012T2300,13.560529
20171013T0000,13.730529
20171013T0100,13.120529
20171013T0200,12.170529
20171013T0300,11.380529
20171013T0400,10.850529
20171013T0500,10.690529
20171013T0600,10.730529
20171013T0700,10.520529
20171013T0800,11.110529
20171013T0900,13.490529
20171013T1000,15.930529
20171013T1100,18.180529
20171013T1200,19.770529
20171013T1300,20.330528
20171013T1400,21.090528
20171013T1500,21.440529
20171013T1600,21.440529
20171013T1700,20.97053
20171013T1800,20.250528
20171013T1900,19.610529
20171013T2000,19.04053
20171013T2100,18.14053
20171013T2200,17.14053
20171013T2300,16.270529
20171014T0000,15.720529
20171014T0100,15.260529
20171014T0200,14.510529
20171014T0300,13.840529
20171014T0400,13.3005295
20171014T0500,12.720529
20171014T0600,12.160529
20171014T0700,11.710529
20171014T0800,11.860529
20171014T0900,13.960529
20171014T1000,16.340528
20171014T1100,18.57053
20171014T1200,20.47053
20171014T1300,21.520529
20171014T1400,22.440529
20171014T1500,22.87053
20171014T1600,22.910528
20171014T1700,22.270529
20171014T1800,21.37053
20171014T1900,19.990528
20171014T2000,18.530529
20171014T2100,17.500528
20171014T2200,16.440529
20171014T2300,15.640529
20171015T0000,15.420529
20171015T0100,14.850529
20171015T0200,14.380529
20171015T0300,13.680529
20171015T0400,12.640529
20171015T0500,12.350529
20171015T0600,12.750529
20171015T0700,12.790529
20171015T0800,12.660529
20171015T0900,14.260529
20171015T1000,17.07053
20171015T1100,19.670528
20171015T1200,21.73053
20171015T1300,22.420528
20171015T1400,23.56053
20171015T1500,24.21053
20171015T1600,24.39053
20171015T1700,23.250528
