fecha,temperatura
20170126T1700,1.2105286
20170126T1800,-0.35947132
20170126T1900,-0.9994713
20170126T2000,-0.77947134
20170126T2100,-0.15947133
20170126T2200,-0.059471346
20170126T2300,-0.39947134
20170127T0000,-1.2794713
20170127T0100,-1.1294713
20170127T0200,-0.65947133
20170127T0300,-0.23947135
20170127T0400,-0.65947133
20170127T0500,-0.89947134
20170127T0600,-0.34947133
20170127T0700,0.50052863
20170127T0800,1.1905286
20170127T0900,1.3105286
20170127T1000,2.4105287
20170127T1100,3.4805286
20170127T1200,4.2705283
20170127T1300,5.7105284
20170127T1400,6.7605286
20170127T1500,7.1405287
20170127T1600,7.6905284
20170127T1700,6.9205284
20170127T1800,5.0205283
20170127T1900,3.9305286
20170127T2000,3.4905286
20170127T2100,3.0705285
20170127T2200,2.8205285
20170127T2300,2.2905285
20170128T0000,2.0705285
20170128T0100,1.4505286
20170128T0200,1.4905287
20170128T0300,2.9205287
20170128T0400,3.1405284
20170128T0500,3.2005286
20170128T0600,2.9805286
20170128T0700,3.0105286
20170128T0800,2.5905285
20170128T0900,3.2005286
20170128T1000,3.2705286
20170128T1100,5.0605288
20170128T1200,7.8305287
20170128T1300,7.7305284
20170128T1400,8.660529
20170128T1500,9.030529
20170128T1600,9.060529
20170128T1700,8.350529
20170128T1800,7.3705287
20170128T1900,6.0905285
20170128T2000,3.9705286
20170128T2100,2.7405286
20170128T2200,3.4705286
20170128T2300,3.3405285
20170129T0000,3.5505285
20170129T0100,3.5005286
20170129T0200,3.2105286
20170129T0300,4.6005287
20170129T0400,4.5605288
20170129T0500,3.9905286
20170129T0600,3.4305286
20170129T0700,4.000529
20170129T0800,4.5905285
20170129T0900,4.5805287
20170129T1000,6.0505285
20170129T1100,7.5705285
20170129T1200,8.240529
20170129T1300,8.650529
20170129T1400,9.380529
20170129T1500,9.350529
20170129T1600,8.620529
20170129T1700,7.4005284
20170129T1800,5.1205287
20170129T1900,4.0605288
20170129T2000,3.2505286
20170129T2100,3.6505284
20170129T2200,2.6505284
20170129T2300,2.4405286
20170130T0000,2.6405284
20170130T0100,2.5805285
20170130T0200,2.6705287
20170130T0300,2.7505286
20170130T0400,3.5605285
20170130T0500,4.7105284
20170130T0600,4.9405284
20170130T0700,5.3705287
20170130T0800,5.7505283
20170130T0900,6.6405287
20170130T1000,7.8405285
20170130T1100,8.350529
20170130T1200,9.340529
20170130T1300,7.7005286
20170130T1400,7.6505284
20170130T1500,7.5205283
20170130T1600,7.7405286
20170130T1700,7.5005283
20170130T1800,7.7005286
20170130T1900,7.7705283
20170130T2000,8.030529
20170130T2100,8.110529
20170130T2200,7.4205284
20170130T2300,6.290529
20170131T0000,5.6105285
20170131T0100,5.7605286
20170131T0200,6.2505283
20170131T0300,6.8205285
20170131T0400,8.040529
20170131T0500,8.410529
20170131T0600,8.780529
20170131T0700,7.8905287
20170131T0800,7.8205285
20170131T0900,7.6805286
20170131T1000,8.400529
20170131T1100,9.500529
20170131T1200,10.150529
20170131T1300,8.850529
20170131T1400,8.770529
20170131T1500,8.970529
20170131T1600,9.190529
20170131T1700,9.010529
20170131T1800,8.650529
20170131T1900,8.640529
20170131T2000,8.630529
20170131T2100,8.600529
20170131T2200,8.780529
20170131T2300,8.570529
20170201T0000,8.500529
20170201T0100,8.440529
20170201T0200,8.400529
20170201T0300,8.340529
20170201T0400,8.120529
20170201T0500,8.090529
20170201T0600,8.160529
20170201T0700,8.370529
20170201T0800,8.220529
20170201T0900,8.760529
20170201T1000,9.510529
20170201T1100,11.070529
20170201T1200,12.260529
20170201T1300,11.170529
20170201T1400,12.230529
20170201T1500,12.900529
20170201T1600,12.860529
20170201T1700,12.060529
20170201T1800,11.100529
20170201T1900,9.780529
20170201T2000,8.280529
20170201T2100,6.6505284
20170201T2200,7.7405286
20170201T2300,8.070529
20170202T0000,9.060529
20170202T0100,9.360529
20170202T0200,9.660529
20170202T0300,9.000529
20170202T0400,8.570529
20170202T0500,8.090529
20170202T0600,6.5005283
20170202T0700,3.4305286
20170202T0800,2.4705286
20170202T0900,2.9505286
20170202T1000,5.7705283
20170202T1100,8.430529
20170202T1200,10.350529
20170202T1300,11.080529
20170202T1400,12.060529
20170202T1500,12.940529
20170202T1600,13.120529
20170202T1700,12.500529
20170202T1800,11.260529
20170202T1900,9.430529
20170202T2000,8.3005295
20170202T2100,8.220529
20170202T2200,7.4905286
20170202T2300,6.6905284
20170203T0000,6.0205283
20170203T0100,5.8705287
20170203T0200,6.790529
20170203T0300,8.020529
20170203T0400,9.930529
20170203T0500,8.870529
20170203T0600,7.6205287
20170203T0700,7.4605284
20170203T0800,7.1205287
20170203T0900,7.1705284
20170203T1000,8.760529
20170203T1100,10.080529
20170203T1200,11.140529
20170203T1300,11.200529
20170203T1400,12.160529
20170203T1500,12.270529
20170203T1600,11.160529
20170203T1700,9.990529
20170203T1800,8.920529
20170203T1900,8.670529
20170203T2000,8.230529
20170203T2100,8.0505295
20170203T2200,6.9005284
20170203T2300,6.7705283
20170204T0000,7.0905285
20170204T0100,6.2405286
20170204T0200,5.3705287
20170204T0300,4.3505287
20170204T0400,3.3305285
20170204T0500,2.8005285
20170204T0600,1.6905286
20170204T0700,3.3605285
20170204T0800,3.5205286
20170204T0900,3.7905285
20170204T1000,4.1405287
20170204T1100,4.4805284
20170204T1200,6.7505283
20170204T1300,8.270529
20170204T1400,9.330529
20170204T1500,9.280529
20170204T1600,8.470529
20170204T1700,6.9305286
20170204T1800,5.9305286
20170204T1900,6.0705285
20170204T2000,5.7005286
20170204T2100,5.5805287
20170204T2200,5.2505283
20170204T2300,4.4605284
20170205T0000,3.9305286
20170205T0100,3.4805286
20170205T0200,2.3505285
20170205T0300,3.3505285
20170205T0400,4.7505283
20170205T0500,4.9005284
20170205T0600,4.0705285
20170205T0700,2.5405285
20170205T0800,2.1605287
20170205T0900,4.1705284
20170205T1000,5.290529
20170205T1100,5.9505286
20170205T1200,6.0605288
20170205T1300,5.9605284
20170205T1400,6.290529
20170205T1500,5.8905287
20170205T1600,5.4105287
20170205T1700,5.2105284
20170205T1800,5.0905285
20170205T1900,5.4505286
20170205T2000,4.4505286
20170205T2100,3.4505286
20170205T2200,3.2305286
20170205T2300,3.0905285
20170206T0000,3.1205285
20170206T0100,3.2605286
20170206T0200,3.6405284
20170206T0300,3.7305286
20170206T0400,3.7705286
20170206T0500,3.7405286
20170206T0600,3.6405284
20170206T0700,3.6205285
20170206T0800,3.1405284
20170206T0900,3.2305286
20170206T1000,4.2005286
20170206T1100,5.3705287
20170206T1200,6.5005283
20170206T1300,6.9505286
20170206T1400,7.0605288
20170206T1500,7.3005285
20170206T1600,7.2405286
20170206T1700,7.0605288
20170206T1800,6.1605287
20170206T1900,5.6705284
20170206T2000,5.0305285
20170206T2100,4.9205284
20170206T2200,4.3305287
20170206T2300,3.5805285
20170207T0000,3.2505286
20170207T0100,3.2505286
20170207T0200,3.9205287
20170207T0300,3.8005285
20170207T0400,2.8905284
20170207T0500,2.2605286
20170207T0600,1.8505287
20170207T0700,1.4005287
20170207T0800,0.9605287
20170207T0900,1.3505287
20170207T1000,3.2405286
20170207T1100,5.1505284
20170207T1200,6.790529
20170207T1300,7.5905285
20170207T1400,7.3005285
20170207T1500,6.2405286
20170207T1600,5.7205286
20170207T1700,5.5205283
20170207T1800,5.2705283
20170207T1900,5.0805287
20170207T2000,4.540529
20170207T2100,4.5305285
20170207T2200,4.5205283
20170207T2300,4.6905284
20170208T0000,4.7505283
20170208T0100,4.6105285
20170208T0200,4.7005286
20170208T0300,4.5105286
20170208T0400,4.1705284
20170208T0500,4.020529
20170208T0600,3.8805285
20170208T0700,3.7705286
20170208T0800,3.6405284
20170208T0900,4.1705284
20170208T1000,4.020529
20170208T1100,4.5705285
20170208T1200,5.0905285
20170208T1300,6.5005283
20170208T1400,7.0005283
20170208T1500,7.2305284
20170208T1600,7.1305285
20170208T1700,7.0605288
20170208T1800,6.5105286
20170208T1900,6.1705284
20170208T2000,4.5305285
20170208T2100,3.4905286
20170208T2200,3.3405285
20170208T2300,2.8205285
20170209T0000,2.5505285
20170209T0100,2.1505284
20170209T0200,1.9005287
20170209T0300,1.6005287
20170209T0400,0.87052864
20170209T0500,0.59052867
20170209T0600,0.27052864
20170209T0700,-0.12947133
20170209T0800,-0.7894713
20170209T0900,-0.57947135
20170209T1000,0.46052867
20170209T1100,2.4405286
20170209T1200,5.0605288
20170209T1300,6.2605286
20170209T1400,7.2405286
20170209T1500,7.5505285
20170209T1600,6.6905284
20170209T1700,6.3105288
20170209T1800,4.7105284
20170209T1900,3.4005284
20170209T2000,2.2405286
20170209T2100,1.7505287
20170209T2200,0.87052864
20170209T2300,-0.039471343
20170210T0000,0.12052866
20170210T0100,0.56052864
20170210T0200,0.8205287
20170210T0300,0.67052865
20170210T0400,0.68052864
20170210T0500,0.6405287
20170210T0600,0.48052865
20170210T0700,0.61052865
20170210T0800,0.68052864
20170210T0900,1.3505287
20170210T1000,2.6005285
20170210T1100,4.4305286
20170210T1200,6.8205285
20170210T1300,4.8305287
20170210T1400,6.2605286
20170210T1500,7.5605288
20170210T1600,8.620529
20170210T1700,8.310529
20170210T1800,6.8905287
20170210T1900,5.1505284
20170210T2000,4.0305285
20170210T2100,3.5005286
20170210T2200,4.3605285
20170210T2300,3.9405286
20170211T0000,3.2505286
20170211T0100,2.5105286
20170211T0200,1.7605287
20170211T0300,1.7405287
20170211T0400,2.2405286
20170211T0500,2.3105285
20170211T0600,2.3505285
20170211T0700,2.3005285
20170211T0800,2.4405286
20170211T0900,3.1205285
20170211T1000,5.3505287
20170211T1100,7.1205287
20170211T1200,8.500529
20170211T1300,9.410529
20170211T1400,10.660529
20170211T1500,10.830529
20170211T1600,9.970529
20170211T1700,9.320529
20170211T1800,8.620529
20170211T1900,7.9905286
20170211T2000,6.9805284
20170211T2100,6.6405287
20170211T2200,6.0905285
20170211T2300,5.8505287
20170212T0000,5.5205283
20170212T0100,5.4205284
20170212T0200,5.2705283
20170212T0300,5.3605285
20170212T0400,5.0605288
20170212T0500,5.0805287
20170212T0600,5.2505283
20170212T0700,5.2705283
20170212T0800,5.3205285
20170212T0900,6.2305284
20170212T1000,7.0105286
20170212T1100,8.120529
20170212T1200,9.730529
20170212T1300,9.520529
20170212T1400,10.400529
20170212T1500,11.020529
20170212T1600,11.170529
20170212T1700,10.600529
20170212T1800,9.710529
20170212T1900,8.310529
20170212T2000,6.8505287
20170212T2100,5.6805286
20170212T2200,4.8005285
20170212T2300,4.0105286
20170213T0000,3.8705285
20170213T0100,3.3305285
20170213T0200,2.4905286
20170213T0300,2.1805286
20170213T0400,1.6805286
20170213T0500,1.1605287
20170213T0600,0.68052864
20170213T0700,0.65052867
20170213T0800,0.50052863
20170213T0900,1.7005286
20170213T1000,3.4505286
20170213T1100,5.2805285
20170213T1200,6.8705287
20170213T1300,7.5205283
20170213T1400,8.330529
20170213T1500,9.380529
20170213T1600,10.290529
20170213T1700,10.100529
20170213T1800,9.020529
20170213T1900,5.6705284
20170213T2000,4.8705287
20170213T2100,3.9305286
20170213T2200,3.0905285
20170213T2300,2.5605285
